"","Reference","Specimen","Type.of.data","AFA","ALA","FAD","LAD","Global.compactness","MD..mm.","MD.log","Flying","Diving","finest.category","diving.or.not"
"Apteryx_owenii_","This study","UMZC_378","CT scan",39,39,0,0,0.471,8.32,0.920123326,0,"0","none","0"
"Taxidea_taxus","This study","UMZC_K1706","",39,39,0,0,0.692,11.77,1.070776463,0,"0","none","0"
"Microgale_thomasi","This study","UMMZ_172202","",39,39,0,0,0.574,1.52,0.181843588,0,"0","none","0"
"Uncia_uncia","Hayashi et al. (2015)","NSMM33876","CT scan",39,39,0,0,0.647,20.1,1.303196057,0,"0","none","0"
"Rupicapra_rupicapra","Houssaye et al. (2016)","","",39,39,0,0,0.451,16.1,1.206825876,0,"0","none","0"
"Ceratotherium_simum","Houssaye et al. (2016)","","",39,39,0,0,0.82,92.6,1.966610987,0,"0","none","0"
"Sus_scrofa","Houssaye et al. (2016)","","",39,39,0,0,0.545,34.2,1.534026106,0,"0","none","0"
"Apteryx_australis","Bourdon et al. (2009)","NMW3606","Thin section",39,39,0,0,0.541,10.77,1.032215703,0,"0","none","0"
"Taxidea_taxus.1","This study","UMZC_K1706","",39,39,0,0,0.692,11.77,1.070776463,0,"0","none","0"
"Ceratotherium_simum.1","Houssaye et al. (2016)","","",39,39,0,0,0.82,92.6,1.966610987,0,"0","none","0"
"Apteryx_australis.1","Bourdon et al. (2009)","NMW3606","Thin section",39,39,0,0,0.541,10.77,1.032215703,0,"0","none","0"
"Atlantisia_rogersi","This study","NHMUK_1924.1.2.2","CT scan",39,39,0,0,0.464,1.99,0.298853076,0,"0","none","0"
"Rhynchocyon_petersi","This study","NHMUK_2D_1886.9.21.1","",39,39,0,0,0.482,5.36,0.72916479,0,"0","none","0"
"Dicerorhinus_sumatrensis","Houssaye et al. (2016)","","",39,39,0,0,0.766,61.2,1.786751422,0,"0","none","0"
"Rhynchocyon_petersi.1","This study","NHMUK_2D_1886.9.21.1","",39,39,0,0,0.482,5.36,0.72916479,0,"0","none","0"
"Sus_scrofa.1","Houssaye et al. (2016)","","",39,39,0,0,0.545,34.2,1.534026106,0,"0","none","0"
"Sus_scrofa.2","Houssaye et al. (2016)","","",39,39,0,0,0.545,34.2,1.534026106,0,"0","none","0"
"Elomeryx_borbonicus_","Houssaye et al. (2021)","UCBL-FSL 8540","CT scan",29,31,28.4,15.97,0.589,26.3,1.419955748,0,"0","none","0"
"Bison_bonasus","Houssaye et al. (2016)","","",39,39,0,0,0.545,63.6,1.803457116,0,"0","none","0"
"Apteryx_australis.2","Bourdon et al. (2009)","NMW3606","Thin section",39,39,0,0,0.541,10.77,1.032215703,0,"0","none","0"
"Tenrec_ecaudatus","This study","UMMZ_138441","",39,39,0,0,0.8,4.55,0.658011397,0,"0","none","0"
"Apteryx_australis.3","Bourdon et al. (2009)","NMW3606","Thin section",39,39,0,0,0.541,10.77,1.032215703,0,"0","none","0"
"Loxodonta_africana","Houssaye et al. (2016)","","",39,39,0,0,0.855,165.5,2.218797998,0,"0","none","0"
"Felis_felis","Houssaye et al. (2016)","","",39,39,0,0,0.544,9.6,0.982271233,0,"0","none","0"
"Pogona_viceps","Schucht et al. (2021)","uncat.","Thin section",39,39,0,0,0.436,3.63,0.559906625,0,"0","none","0"
"Ceratotherium_simum.2","Houssaye et al. (2016)","","",39,39,0,0,0.82,92.6,1.966610987,0,"0","none","0"
"Vulpes_vulpes","Houssaye et al. (2016)","","",39,39,0,0,0.533,10.4,1.017033339,0,"0","none","0"
"Caloenas_nicobarica","This study","FMNH_314877","CT scan",39,39,0,0,0.353,5.56,0.745074792,0,"0","none","0"
"Rupicapra_rupicapra.1","Houssaye et al. (2016)","","",39,39,0,0,0.451,16.1,1.206825876,0,"0","none","0"
"Procavia_capensis","This study","","",39,39,0,0,0.7,7.14,0.853698212,0,"0","none","0"
"Nyctereutes_procyonoides","Hayashi et al. (2015)","NSMM37331","CT scan",39,39,0,0,0.631,8.1,0.908485019,0,"0","none","0"
"Bos_taurus","Houssaye et al. (2016)","","",39,39,0,0,0.697,23.9,1.378397901,0,"0","none","0"
"Rangifer_tarandus","Houssaye et al. (2016)","","",39,39,0,0,0.457,28.2,1.450249108,0,"0","none","0"
"Apteryx_owenii_.1","This study","UMZC_378","CT scan",39,39,0,0,0.471,8.32,0.920123326,0,"0","none","0"
"Okapia_johnstoni","Houssaye et al. (2016)","","",39,39,0,0,0.632,38.9,1.589949601,0,"0","none","0"
"Taxidea_taxus.2","This study","UMZC_K1706","",39,39,0,0,0.692,11.77,1.070776463,0,"0","none","0"
"Syncerus_caffer","Houssaye et al. (2016)","","",39,39,0,0,0.73,47,1.672097858,0,"0","none","0"
"Mustela_nivalis","This study","TIFFS0000.tifs","",39,39,0,0,0.632,1.53,0.184691431,0,"0","none","0"
"Cephalophus_silvicultor","Houssaye et al. (2016)","","",39,39,0,0,0.641,22.3,1.348304863,0,"0","none","0"
"Capreolus_capreolus","Houssaye et al. (2016)","","",39,39,0,0,0.479,14.3,1.155336037,0,"0","none","0"
"Meles_meles","Houssaye et al. (2016)","","",39,39,0,0,0.631,11.5,1.06069784,0,"0","none","0"
"Strigiops_habroptilus","This study","NHMUK_1881.1.17.71","CT scan",39,39,0,0,0.421,6.82,0.833784375,0,"0","none","0"
"Rattus_rattus","This study","","",39,39,0,0,0.572,2.69,0.42975228,0,"0","none","0"
"Felis_felis.1","Houssaye et al. (2016)","","",39,39,0,0,0.544,9.6,0.982271233,0,"0","none","0"
"Hemiechinus_azurites","This study","156626","",39,39,0,0,0.75,3.87,0.587710965,0,"0","none","0"
"Alces_americanus","Houssaye et al. (2016)","","",39,39,0,0,0.6,45.1,1.654176542,0,"0","none","0"
"Myrmecophaga_tridactyla","Houssaye et al. (2016)","","",39,39,0,0,0.759,32.1,1.506505032,0,"0","none","0"
"Raphus","Angst et al. (2017)","ddfem03","Thin section",39,39,0,0,0.559,17.2,1.235528447,0,"0","none","0"
"Diplomesodon_pulchellum","This study","FMNH137436","",39,39,0,0,0.761,0.921,-0.03574037,0,"0","none","0"
"Elephas_maximus","Houssaye et al. (2016)","","",39,39,0,0,0.772,104.6,2.019531685,0,"0","none","0"
"Sus_scrofa.3","Houssaye et al. (2016)","","",39,39,0,0,0.545,34.2,1.534026106,0,"0","none","0"
"Hemiechinus_azurites.1","This study","156626","",39,39,0,0,0.75,3.87,0.587710965,0,"0","none","0"
"Apteryx_owenii_.2","This study","UMZC_378","CT scan",39,39,0,0,0.471,8.32,0.920123326,0,"0","none","0"
"Diplomesodon_pulchellum.1","This study","FMNH137436","",39,39,0,0,0.761,0.921,-0.03574037,0,"0","none","0"
"Alces_americanus.1","Houssaye et al. (2016)","","",39,39,0,0,0.6,45.1,1.654176542,0,"0","none","0"
"Brachyodus_onoideum","Houssaye et al. (2021)","NMB S.O. 5897","CT scan",31,31,20.44,15.97,0.749,78.44,1.894537585,0,"0","none","0"
"Lama_guanicoe","Houssaye et al. (2016)","","",39,39,0,0,0.463,30.3,1.481442629,0,"0","none","0"
"Paguma_larvata","Hayashi et al. (2015)","NSMM36806","CT scan",39,39,0,0,0.656,9.3,0.968482949,0,"0","none","0"
"Phocanella_pumila","Dewaele et al. (2019)","Histos 160","Thin section",36,36,5.3,3.6,0.966,29.5,1.469822016,0,"2","diving","2"
"Nothosaurus_mirabilis_1","Krahl et al. (2013)","SIPB R 50/2","Thin section",2,2,242,237,0.776,21.7,1.336459734,0,"2","diving","2"
"Hippopotamus_amphibius","Houssaye et al. (2021)","MNHN ZM MO 1971–308","CT scan",39,39,0,0,0.828,59.34,1.773347542,0,"2","diving","2"
"Caiman_yacare","Andrade et al. (2020)","MBC-225-Pv","Thin section",39,39,0,0,0.929,12.623,1.101162582,0,"2","diving","2"
"Palaeospheniscus","Ksepka et al. (2015)","AMNH 3349","Thin section",30,32,23.03,13.82,0.792,8.52,0.930439595,0,"2","diving","2"
"Spheniscus","This study","NHMUK_S_2000.7.1","CT scan",39,39,0,0,0.872,8.06,0.906335042,0,"2","diving","2"
"Nothosaurus_568","Klein (2010)","Wijk-A568","Thin section",2,2,242,237,0.909,5.464,0.737510691,0,"2","diving","2"
"Simosaurus_1","Klein & Griebeler (2016)","SMNS 18689","Thin section",1,2,247.2,237,0.764,22.9,1.359835482,0,"2","diving","2"
"Nothosaurus_102","Klein (2010)","Wijk-06-102","Thin section",2,2,242,237,0.955,5.168,0.713322505,0,"2","diving","2"
"Cricosaurus","Herrera et al. (2015)","MLP 73-II-27-6","Thin section",14,14,152.1,145,0.874,16.265,1.211254068,0,"2","diving","2"
"Champsosaurus","Katsura (2010)","MOR740","Thin section",23,23,72.1,66,0.952,12.389,1.093036253,0,"2","diving","2"
"Desmana_moschata","This study","UMMZ_124125","",39,39,0,0,0.89,5.1,0.707570176,0,"2","diving","2"
"Ichtyosaur_sp","Houssaye et al. (2014)","LO 11904t","Thin section",6,8,201.3,174.1,0.776,165.44,2.218640521,0,"2","diving","2"
"Placodontia_indet_1","Klein et al. (2015)","MB.R. 961","Thin section",1,1,247.2,242,0.859,20.97,1.32159843,0,"2","diving","2"
"Otaria_byronia","Quemeneur et al. (2013)","Uncutalogued","Thin section",39,39,0,0,0.821,22.28,1.347915187,0,"2","diving","2"
"Desmostylus_hesperus","Hayashi et al. (2015)","GSJF07745-7","CT scan",30,33,23.03,11.6,0.596,38,1.579783597,0,"2","diving","2"
"Serpianosaurus","Hugi et al. (2011)","T105","Thin section",1,1,247.2,242,0.989,4.8,0.681241237,0,"2","diving","2"
"Champsosaurus.1","Katsura (2010)","MOR740","Thin section",23,23,72.1,66,0.952,12.389,1.093036253,0,"2","diving","2"
"Nothosaurus_giganteus","Krahl et al. (2013)","SIPB R 49","Thin section",2,2,242,237,0.738,26.819,1.42844258,0,"2","diving","2"
"Placodontia_indet_1.1","Klein et al. (2015)","MB.R. 961","Thin section",1,1,247.2,242,0.859,20.97,1.32159843,0,"2","diving","2"
"Callophoca_obscura","Dewaele et al. (2019)","Histos 170","Thin section",36,36,5.3,3.6,0.733,25.86,1.412628521,0,"2","diving","2"
"Cricosaurus.1","Herrera et al. (2015)","MLP 73-II-27-6","Thin section",14,14,152.1,145,0.874,16.265,1.211254068,0,"2","diving","2"
"Rodhocetus","Houssaye et al. (2015)","GSP-UM 3012","CT scan",26,27,47.8,37.8,0.893,26.863,1.429154512,0,"2","diving","2"
"Hesperornis","Wilson & Chin (2014)","YPM 1201","Thin section",21,22,89.8,72.1,0.725,22.914,1.360100909,0,"2","diving","2"
"Phocanella_pumila.1","Dewaele et al. (2019)","Histos 160","Thin section",36,36,5.3,3.6,0.966,29.5,1.469822016,0,"2","diving","2"
"Serpianosaurus.1","Hugi et al. (2011)","T105","Thin section",1,1,247.2,242,0.989,4.8,0.681241237,0,"2","diving","2"
