"","actual class","predicted class","N","median P(diving)"
"Tenrec_ecaudatus","0","2","100","0.77"
"Myrmecophaga_tridactyla","0","2","100","0.76"
"Rattus_rattus","0","0","0","0.19"
"Taxidea_taxus","0","2","100","0.54"
"Felis_felis","0","0","0","0.18"
"Basilosaurus","2","2","100","0.96"
"Cephalophus_silvicultor","0","0","0","0.45"
"Megaloceros_sp","0","0","0","0.19"
"Cryptoclidus","2","2","100","0.99"
"Nothosaurus_568","2","2","100","0.98"
"Spinosaurus_.11",NA,"0","0","0.48"
"Spinosaurus_.10",NA,"2","95","0.52"
"Spinosaurus_.9",NA,"2","100","0.96"
"Spinosaurus_.8",NA,"2","100","0.95"
"Spinosaurus_.7",NA,"2","100","0.91"
"Spinosaurus_.6",NA,"2","100","0.85"
"Spinosaurus_.5",NA,"2","100","0.98"
"Spinosaurus_.4",NA,"2","100","0.96"
"Spinosaurus_.3",NA,"2","100","0.94"
"Spinosaurus_.2",NA,"2","100","0.9"
"Spinosaurus_.1",NA,"2","100","0.83"
"Spinosaurus_",NA,"2","100","0.98"
"Baryonyx.3",NA,"2","100","0.79"
"Baryonyx.2",NA,"2","100","0.9"
"Baryonyx.1",NA,"2","100","0.96"
"Suchomimus.3",NA,"0","0","0.34"
"Suchomimus.2",NA,"2","100","0.52"
"Suchomimus.1",NA,"0","0","0.33"
"Suchomimus",NA,"2","100","0.51"
"Baryonyx",NA,"2","100","0.95"
"Apteryx_owenii_","0","0","0","0.09"
"Caloenas_nicobarica","0","0","0","0.02"
