"","actual class","predicted class","N","median P(diving)"
"Ornithorhynchus_anatinus","2","2","100","0.9"
"Loxodonta_africana","0","2","100","0.94"
"Desmostylus_hesperus","2","0","0","0.34"
"Phocanella_pumila","2","2","100","0.97"
"Uncia_uncia","0","0","0","0.44"
"Capreolus_capreolus","0","0","0","0.1"
"Alces_americanus","0","0","0","0.38"
"Megaloceros_sp","0","0","0","0.19"
"Pistosaurus","2","2","100","0.96"
"Alligator","2","2","100","0.9"
"Caiman_yacare","2","2","100","0.93"
"Spinosaurus_.11",NA,"0","0","0.48"
"Spinosaurus_.10",NA,"2","83","0.52"
"Spinosaurus_.9",NA,"2","100","0.97"
"Spinosaurus_.8",NA,"2","100","0.95"
"Spinosaurus_.7",NA,"2","100","0.92"
"Spinosaurus_.6",NA,"2","100","0.86"
"Spinosaurus_.5",NA,"2","100","0.98"
"Spinosaurus_.4",NA,"2","100","0.96"
"Spinosaurus_.3",NA,"2","100","0.95"
"Spinosaurus_.2",NA,"2","100","0.91"
"Spinosaurus_.1",NA,"2","100","0.84"
"Spinosaurus_",NA,"2","100","0.98"
"Baryonyx.3",NA,"2","100","0.81"
"Baryonyx.2",NA,"2","100","0.91"
"Baryonyx.1",NA,"2","100","0.96"
"Suchomimus.3",NA,"0","0","0.35"
"Suchomimus.2",NA,"2","100","0.54"
"Suchomimus.1",NA,"0","0","0.33"
"Suchomimus",NA,"2","100","0.52"
"Baryonyx",NA,"2","100","0.96"
