"","actual class","predicted class","N","median P(diving)"
"Dasyurus_maculatus","0","2","100","0.64"
"Elephas_maximus","0","2","100","0.84"
"Myrmecophaga_tridactyla","0","2","100","0.78"
"Phocanella_pumila","2","2","100","0.98"
"Capreolus_capreolus","0","0","0","0.09"
"Serpianosaurus","2","2","100","1"
"Cryptoclidus","2","2","100","0.99"
"Nothosaurus_mirabilis_1","2","2","100","0.82"
"Pogona_viceps","0","0","0","0.04"
"Spinosaurus_.11",NA,"0","2","0.48"
"Spinosaurus_.10",NA,"2","100","0.52"
"Spinosaurus_.9",NA,"2","100","0.97"
"Spinosaurus_.8",NA,"2","100","0.96"
"Spinosaurus_.7",NA,"2","100","0.93"
"Spinosaurus_.6",NA,"2","100","0.87"
"Spinosaurus_.5",NA,"2","100","0.99"
"Spinosaurus_.4",NA,"2","100","0.97"
"Spinosaurus_.3",NA,"2","100","0.95"
"Spinosaurus_.2",NA,"2","100","0.92"
"Spinosaurus_.1",NA,"2","100","0.85"
"Spinosaurus_",NA,"2","100","0.98"
"Baryonyx.3",NA,"2","100","0.81"
"Baryonyx.2",NA,"2","100","0.92"
"Baryonyx.1",NA,"2","100","0.97"
"Suchomimus.3",NA,"0","0","0.34"
"Suchomimus.2",NA,"2","100","0.53"
"Suchomimus.1",NA,"0","0","0.32"
"Suchomimus",NA,"2","100","0.52"
"Baryonyx",NA,"2","100","0.96"
"Hesperornis","2","2","100","0.68"
"Rynochetus_jubatus","0","0","0","0.03"
