"","actual class","predicted class","N","median P(diving)"
"Dasyurus_maculatus","0","2","100","0.63"
"Mammuthus_sp","0","2","100","0.91"
"Elephas_maximus","0","2","100","0.89"
"Tenrec_ecaudatus","0","2","100","0.77"
"Mus_musculus","0","0","0","0.04"
"Desmana_moschata","2","2","100","0.91"
"Ceratotherium_simum","0","2","100","0.93"
"Cephalophus_silvicultor","0","0","0","0.47"
"Rangifer_tarandus","0","0","0","0.09"
"Cryptoclidus","2","2","100","1"
"Plesiosaurus","2","2","100","0.99"
"Spinosaurus_.11",NA,"2","100","0.53"
"Spinosaurus_.10",NA,"2","100","0.57"
"Spinosaurus_.9",NA,"2","100","0.98"
"Spinosaurus_.8",NA,"2","100","0.97"
"Spinosaurus_.7",NA,"2","100","0.95"
"Spinosaurus_.6",NA,"2","100","0.905"
"Spinosaurus_.5",NA,"2","100","0.99"
"Spinosaurus_.4",NA,"2","100","0.98"
"Spinosaurus_.3",NA,"2","100","0.96"
"Spinosaurus_.2",NA,"2","100","0.94"
"Spinosaurus_.1",NA,"2","100","0.88"
"Spinosaurus_",NA,"2","100","0.99"
"Baryonyx.3",NA,"2","100","0.87"
"Baryonyx.2",NA,"2","100","0.95"
"Baryonyx.1",NA,"2","100","0.98"
"Suchomimus.3",NA,"0","0","0.42"
"Suchomimus.2",NA,"2","100","0.62"
"Suchomimus.1",NA,"0","0","0.4"
"Suchomimus",NA,"2","100","0.6"
"Baryonyx",NA,"2","100","0.98"
"Atlantisia_rogersi","0","0","0","0.04"
