"","actual class","predicted class","N","median P(diving)"
"Tenrec_ecaudatus","0","2","100","0.8"
"Hydromys_chrysogaster","2","2","100","0.51"
"Syncerus_caffer","0","2","100","0.72"
"Rangifer_tarandus","0","0","0","0.07"
"Ichtyosaur_sp","2","2","100","0.86"
"Paraplacodus","2","2","100","1"
"Placodontia_indet_1","2","2","100","0.98"
"Nothosaurus_giganteus","2","2","100","0.62"
"Nothosaurus_568","2","2","100","0.99"
"Cricosaurus","2","2","100","0.95"
"Spinosaurus_.11",NA,"0","0","0.45"
"Spinosaurus_.10",NA,"0","0","0.49"
"Spinosaurus_.9",NA,"2","100","0.97"
"Spinosaurus_.8",NA,"2","100","0.95"
"Spinosaurus_.7",NA,"2","100","0.91"
"Spinosaurus_.6",NA,"2","100","0.84"
"Spinosaurus_.5",NA,"2","100","0.99"
"Spinosaurus_.4",NA,"2","100","0.96"
"Spinosaurus_.3",NA,"2","100","0.95"
"Spinosaurus_.2",NA,"2","100","0.91"
"Spinosaurus_.1",NA,"2","100","0.83"
"Spinosaurus_",NA,"2","100","0.98"
"Baryonyx.3",NA,"2","100","0.78"
"Baryonyx.2",NA,"2","100","0.9"
"Baryonyx.1",NA,"2","100","0.96"
"Suchomimus.3",NA,"0","0","0.27"
"Suchomimus.2",NA,"0","0","0.46"
"Suchomimus.1",NA,"0","0","0.26"
"Suchomimus",NA,"0","0","0.45"
"Baryonyx",NA,"2","100","0.95"
"Dromaius_","0","0","0","0.03"
