"","actual class","predicted class","N","median P(diving)"
"Ornithorhynchus_anatinus","2","2","100","0.88"
"Rattus_rattus","0","0","0","0.21"
"Euroscaptor_micrura","0","0","0","0.44"
"Felis_felis","0","0","0","0.18"
"Ceratotherium_simum","0","2","100","0.86"
"Basilosaurus","2","2","100","0.95"
"Nothosaurus_giganteus","2","2","100","0.56"
"Lacerta_viridis","0","0","0","0.38"
"Spinosaurus_.11",NA,"0","0","0.45"
"Spinosaurus_.10",NA,"0","0","0.48"
"Spinosaurus_.9",NA,"2","100","0.95"
"Spinosaurus_.8",NA,"2","100","0.93"
"Spinosaurus_.7",NA,"2","100","0.88"
"Spinosaurus_.6",NA,"2","100","0.81"
"Spinosaurus_.5",NA,"2","100","0.97"
"Spinosaurus_.4",NA,"2","100","0.94"
"Spinosaurus_.3",NA,"2","100","0.92"
"Spinosaurus_.2",NA,"2","100","0.87"
"Spinosaurus_.1",NA,"2","100","0.8"
"Spinosaurus_",NA,"2","100","0.97"
"Baryonyx.3",NA,"2","100","0.74"
"Baryonyx.2",NA,"2","100","0.87"
"Baryonyx.1",NA,"2","100","0.94"
"Suchomimus.3",NA,"0","0","0.3"
"Suchomimus.2",NA,"0","0","0.47"
"Suchomimus.1",NA,"0","0","0.3"
"Suchomimus",NA,"0","0","0.46"
"Baryonyx",NA,"2","100","0.93"
"Raphus","0","0","0","0.23"
"Porphyrio_hochstetteri","0","0","0","0.12"
"Xenicus_giliventris","0","0","0","0.02"
"Spheniscus","2","2","100","0.88"
