"","actual class","predicted class","N","median P(diving)"
"Micropotamogale_euwenzorii","2","2","100","0.82"
"Rattus_rattus","0","0","0","0.2"
"Taxidea_taxus","0","2","100","0.53"
"Sus_scrofa","0","0","0","0.23"
"Cephalophus_silvicultor","0","0","0","0.45"
"Bison_bonasus","0","0","0","0.26"
"Placodontia_indet_1","2","2","100","0.96"
"Nothosaurus_mirabilis_1","2","2","100","0.77"
"Caiman_yacare","2","2","100","0.92"
"Spinosaurus_.11",NA,"0","0","0.47"
"Spinosaurus_.10",NA,"2","65","0.51"
"Spinosaurus_.9",NA,"2","100","0.95"
"Spinosaurus_.8",NA,"2","100","0.94"
"Spinosaurus_.7",NA,"2","100","0.9"
"Spinosaurus_.6",NA,"2","100","0.83"
"Spinosaurus_.5",NA,"2","100","0.98"
"Spinosaurus_.4",NA,"2","100","0.95"
"Spinosaurus_.3",NA,"2","100","0.93"
"Spinosaurus_.2",NA,"2","100","0.89"
"Spinosaurus_.1",NA,"2","100","0.81"
"Spinosaurus_",NA,"2","100","0.97"
"Baryonyx.3",NA,"2","100","0.77"
"Baryonyx.2",NA,"2","100","0.89"
"Baryonyx.1",NA,"2","100","0.95"
"Suchomimus.3",NA,"0","0","0.34"
"Suchomimus.2",NA,"2","100","0.51"
"Suchomimus.1",NA,"0","0","0.33"
"Suchomimus",NA,"0","36","0.5"
"Baryonyx",NA,"2","100","0.94"
"Porphyrio_hochstetteri","0","0","0","0.12"
"Small_Eocene_penguin","2","2","100","0.95"
