"","actual class","predicted class","N","median P(diving)"
"Chironectes_minimus","2","2","100","0.87"
"Elephas_maximus","0","2","100","0.86"
"Otaria_byronia","2","2","100","0.87"
"Paguma_larvata","0","0","0","0.43"
"Rhinoceros_sondaicus","0","2","100","0.75"
"Hexaprotodon_garyam","2","2","100","0.75"
"Alces_americanus","0","0","0","0.4"
"Paraplacodus","2","2","100","0.99"
"Neusticosaurus","2","2","100","1"
"Nothosaurus_150","2","2","100","0.99"
"Spinosaurus_.11",NA,"2","77","0.51"
"Spinosaurus_.10",NA,"2","100","0.55"
"Spinosaurus_.9",NA,"2","100","0.97"
"Spinosaurus_.8",NA,"2","100","0.96"
"Spinosaurus_.7",NA,"2","100","0.93"
"Spinosaurus_.6",NA,"2","100","0.88"
"Spinosaurus_.5",NA,"2","100","0.99"
"Spinosaurus_.4",NA,"2","100","0.97"
"Spinosaurus_.3",NA,"2","100","0.95"
"Spinosaurus_.2",NA,"2","100","0.92"
"Spinosaurus_.1",NA,"2","100","0.86"
"Spinosaurus_",NA,"2","100","0.98"
"Baryonyx.3",NA,"2","100","0.83"
"Baryonyx.2",NA,"2","100","0.92"
"Baryonyx.1",NA,"2","100","0.97"
"Suchomimus.3",NA,"0","0","0.38"
"Suchomimus.2",NA,"2","100","0.58"
"Suchomimus.1",NA,"0","0","0.37"
"Suchomimus",NA,"2","100","0.56"
"Baryonyx",NA,"2","100","0.96"
"Palaeospheniscus","2","2","100","0.79"
